comb_idx,OBSID,NCTETID,text,student_reasoning,annotator_comment
726_455,726,14067,I was about to add 16 plus four.,0.0,
812_267,812,12044,This is one third is half of two thirds [Inaudible].,0.0,
2654_23,2654,14120,Everyone will see your answers and they’ll just copy you.,0.0,
4149_8,4149,13092,"As you doing it, we – when we finish doing that after five minutes, are you going to like ask us -",0.0,
2656_279,2656,14030,"But it’s like, you said, [inaudible] the others, which was still the same thing.",0.0,
2134_49,2134,14035,"It looks better when you do it that way, because you’re turning it into an array.",1.0,
2917_123,2917,11063,There's my pencil [and then my eyes].,0.0,
1079_25,1079,13059,Read the problem.  Can you re-tell it in your own words? [Inaudible].,0.0,
172_299,172,13002,"If we were to open from the top and bottom, what would come out?  What most likely would the most be to come out?",1.0,
4502_96,4502,14079,"Multiply.  Okay, Student A talk me through it.",0.0,Teacher text in student column?
2787_338,2787,11055,"When we was doing our ten minute math and once, when we got our new 10 minute math sheets, instead of going to zero from zero at half in one, it would go past one and go to 2 1/2 and 2 ½ and so forth, so it actually didn’t because we would usually be doing 0 and 0 and 1 and just that, but in that program.",1.0,
2442_46,2442,14003,"The 4 comes from right there, and you have to have a remainder 1.",1.0,
2369_15,2369,14074,You can think in your head and add it up?,0.0,
198_199,198,14033,Find the area of it and add it to –,0.0,
2271_328,2271,14077,Because it’s the same denominator as three-fourths.,1.0,
2672_165,2672,12044,Perimeter is when you add the sides of the figure and then you get the answer.,0.0,
2511_448,2511,12013,"You would need to have more to get like something that would make a zero because if you added 19 plus 19 and it made 38, you have to add it I think about five more times to get it then stuff so I don't think –",1.0,
2531_108,2531,11024,"That if you start let’s say, Boston, you already [Inaudible].",0.0,
50_53,50,11039,I did it a different way.  I did it the percent way.  I did it one-half equals 50 percent and one-sixth equals 16 and two- thirds and I put them together and I got 66 and two-thirds which I knew was two-thirds.,0.0,
2095_210,2095,14060,And then you have to subtract it.  Multiply 10 times zero.,0.0,
2659_87,2659,13097,A vertex is where two lines meet and also two or more.,0.0,
4157_52,4157,14085,"Because like when you’re dividing them into each other the decimal doesn’t really matter, it’s just every time you place one into another it doesn’t, it divides up into a whole number.",1.0,
266_153,266,14025,"Because you're doing a circle, which the yarn is [inaudible], which can always equal 3.",1.0,
2674_99,2674,12033,What's the difference between data card and title?,0.0,
4631_25,4631,11075,The numerator is on the part of the whole and the denominator is the whole.,0.0,
4205_118,4205,14116,Or you can divide by 4.  4 divided by 4 equals 1.  And 4 divided by 12 is 3. [Presentation],0.0,
4424_314,4424,14106,You can only break it down into thirds.,0.0,
2656_252,2656,14030,"And so whenever you’re putting water in a fish tank, that way you don’t like, put too little, or too much.",0.0,
4631_57,4631,11075,"Mr. Fried gets one fourth, and he has 6.  Mr. Lee gets three fourths and he gets 18.",0.0,
2390_217,2390,11055,"They collected – they want – Karen's art class is collecting seashells for a project.  They need 1,000 seashells altogether.  Each week they count the number of seashells they have collected so far.",0.0,
1084_32,1084,11043,"Because if you do like what you did, it would be the same [inaudible].",1.0,
244_424,244,14093,Do you just see how many times 8 –,0.0,
210_76,210,14005,"When it’s 0 and 5 and then the other one is – no, when it’s 0 – when the fraction is – when the fraction is –",0.0,
4241_277,4241,11007,"Yes, you don't just put it on a piece of paper.",0.0,
299_265,299,14048,We didn't have to do this [inaudible].,0.0,
2671_79,2671,12017,The smallest number is the biggest piece and [inaudible].,1.0,
4658_169,4658,12046,So technically you’ll be dividing the whole number by the denominator?,1.0,
2696_181,2696,11073,Mm-hmm 'cause the top ten – at the top there's five going across.,1.0,
456_151,456,11062,I did fix three – three divided by one.,0.0,
58_315,58,11033,Can we repeat and do the whole thing?,0.0,
2801_544,2801,11060,Could we put that we noticed that [inaudible] zero changes?,1.0,
1038_293,1038,14014,"Mrs. T, do we have to find the ones that are on here?",0.0,
4032_71,4032,14118,"That would be three tenths, and that would be four tenths.",0.0,
2093_319,2093,14008,"On the first two we don’t agree.  We both have dry erase marker, but I think scissors and he thinks –",0.0,
1067_145,1067,13004,It doesn't have a positive next to it.,1.0,
560_287,560,11066,"What if I already did three cities? wanna do more, fine.",0.0,
1047_3,1047,12041,We get a number close to the answer.,0.0,
2968_230,2968,12043,I thought it was Student A’s turn.,0.0,
2288_60,2288,13102,"Because, well, half of six is three.  And half of six is a half.",1.0,
1015_77,1015,14012,"Because 356,821 is an odd number and 2 is –",1.0,
547_19,547,14095,Who would you pick to go to the back table?,0.0,
4132_535,4132,14122,Because my mom always told me that the littlest one – the most less one is the biggest one.,0.0,
4304_5,4304,14021,I have a question.  Do you choose which fraction you’re going to color in?,0.0,
505_182,505,11019,"Okay now its 8 take off 8, we have to make a piece with 8 take off 8.",0.0,
83_447,83,11060,"For the length, and then you put – you forgot the one cubic, so you put 7, 4, 4.  That was wrong.  It's supposed to be 7, 5, 4.",0.0,
989_237,989,14034,Oh I see it you should put the 2 right there.,0.0,
1079_27,1079,13059,What do you know?  What do you want to find out?  Do you have all the information needed to solve the problem?,0.0,
2680_198,2680,14118,It looks like the width and the height could be just [inaudible].,0.0,
2467_489,2467,11023,We learned to use our – a line chart.,0.0,
522_486,522,14074,He'd break it apart by doing 74 and then leaving the 8 out.,0.0,
4002_119,4002,14054,I don’t think you have that many.,0.0,
2076_69,2076,14098,"You can do one fourth plus one half.  Now I want to know what it equals.  If you look at Student S's or Student C, if you spread apart, you can look at them over there.  You can stand up and see them.  She did all the blues and all the yellows.  If you mix blue and yellow, what do you get?",0.0,
636_205,636,12021,How many questions you answer or by digits?,0.0,
2193_27,2193,11053,"Student A split up 15 into 10, so 15 x 10 equals 150 and 15 x 3 equals 45.  And she added up 15 x 13 equals 195.",0.0,
203_174,203,11044,"One eighth is two fifth – yeah, one eighth would equal one fourth.  No, two one eighths.",0.0,
827_1,827,14029,"Like, if you have a milk jar and you're drinking the inside of the jar, the capacity inside of it.",0.0,
4067_166,4067,14115,"[Inaudible] in a question if you have like something to bring down, where do you put it?",0.0,
202_226,202,11035,"And then I went to tens and it equals—times 12, 120 and then I did 6 times 12 equals 76 and then I added them together and this equals 2.  Seven plus two is nine.  Two plus two is four plus one is five and then I added two onto this too.",0.0,
1138_65,1138,14099,I didn't say 4.50.  You did.,0.0,
946_57,946,13015,If the add the half – if you add one-half to another half it will equal a whole?,0.0,
289_222,289,14084,"8 straight edges.  1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12.",0.0,
2093_22,2093,14008,So we can name all measurements we know?,0.0,
2593_373,2593,11043,"I’m adding up some of them to see which one will be 1,000.",0.0,
2986_131,2986,12007,I know how to do it now.  I know how to do it now.,0.0,
532_35,532,11046,"I think that [inaudible] 300 something, because that's going to be the answer.",0.0,
8_9,8,11022,"Oh, I said [supported the found] volume, because sometimes you need to fill things up with something of a certain size and you need to [inaudible] it down and that you measure the volumes in there, so I know how much fits in it.",1.0,
2048_143,2048,14121,"So then you would go 5, then 10, then 15, then 20.",0.0,
124_65,124,11025,You need to cut half of the box?,0.0,
1165_133,1165,13078,Twelve percent of the students in Marshall School are left- handed.,0.0,
60_240,60,11066,"Four, five, six, seven, eight.  Wait, one, two, three –",0.0,
4331_413,4331,14078,"Uh, um, the first step is ton um, to put the um, put the number [inaudible]?",0.0,
2265_26,2265,12041,"Yes.  Yes.  I had it right, but then [inaudible].",0.0,
3033_236,3033,13096,"[I think I'll be back to] one sixth, two sixths, three sixths.",0.0,
364_231,364,14067,That rays start and then they go on for ever and ever and ever.,0.0,
1152_135,1152,13015,Because three’s the number that is attached to the variable?,1.0,
2170_19,2170,12034,"5,000.  5,100. 5,200.  5,300. 5,400.  5,500. 5,600, 5,700. 5,800. 6,000.  I mean 5,900.  6,000.",0.0,
12_235,12,11062,"Oh, yeah, I know, I know, I know.",0.0,
1006_58,1006,13019,You can do the range.  We can all do something.,0.0,
3018_152,3018,12019,[Inaudible].  Wouldn’t this make this piece smaller?,1.0,
4654_103,4654,14043,"So what I did was, I found out that 29, plus 29, is 58, so two divided by 58 would be 29 [inaudible].",0.0,
41_345,41,12001,"Excuse me, Miss D, can I go to the bathroom?",0.0,
2944_466,2944,12022,You don’t tell the teacher that you guessed.,0.0,
2155_28,2155,12001,"Squirrel. “Wu Ling sprang into the willow tree and scrambled to the top. ‘Chou will probably turn himself into a cat so he can climb up the tree after me,’ Wu Ling said.  ‘But he’ll never catch me.  I’ll jump from tree to tree and he won’t be able to follow me.’ Of course, Chew thought about changing himself into a cat. ‘But that’s just what Wu Ling expects me to do.’  He said. ‘What can I do to surprise him?’  He thought and thought. He said, ‘I know.  I’ll swoop down from above him.’  And he turned himself into a?” What do you think?",0.0,Teacher text in student column?
224_382,224,14088,I thought three-fifths was less than a half.,0.0,
2076_80,2076,14098,You had to figure out what did one half equal in fourths.,0.0,
1020_258,1020,12036,Because the number might go over the number—,1.0,
4118_179,4118,14021,I think it will only be four eighths.,0.0,
2046_301,2046,14103,9 squared plus 19 times 5 minus 250 plus 36 equals 36.  81 plus 19 times 5 minus 250 plus 36 equals 36.  Wait.  9 by the second power plus 19 times 5 divided by 2 minus 250 plus 36 equals 36.  81 plus 19 times 5 divided by 2 minus 250 plus 36 equals 36.  100 times 5 divided by 2 minus 250 plus 36 equals 36.  500 divided by 2 minus 250 plus 36 equals 36. 250 minus 250 plus 36 equals 36.  0 plus 36 equals 36.,0.0,
2675_37,2675,14035,Because it’s still a line in the middle.,1.0,
1006_48,1006,13019,The numbers are going to go on the bottom right here.,0.0,
4354_234,4354,12032,"Because on the clock, on the 12, it shows 60 minutes.",1.0,
844_102,844,14081,“Thomas makes two dozen more cookies than Kim.  Write an expression to show how many dozen Thomas then makes.”,0.0,
141_47,141,11024,"In the first part of the trip, the Jones Family drove 427 miles from their home in Ohio to [inaudible], in Kentucky.",0.0,
2540_8,2540,14011,"Yes, you line up your decimals when you add or subtract.",0.0,
4006_75,4006,14132,We decided to switch them out for tens.,0.0,
3_176,3,11024,"Well, first I [inaudible] 60 times 10 is 600, and 3 times 10 is 30, and that adds to 630.",0.0,
1044_117,1044,12046,[Inaudible] if you do it the wrong way [Inaudible].,0.0,
